municipios,year_data,partido,votos
Aguas Buenas,1952,Partido_Popular_Democrático,2973
Aibonito,1952,Partido_Popular_Democrático,4143
Añasco,1952,Partido_Popular_Democrático,3670
Arecibo,1952,Partido_Popular_Democrático,17404
Arroyo,1952,Partido_Popular_Democrático,2712
Barceloneta,1952,Partido_Popular_Democrático,4576
Barranquitas,1952,Partido_Popular_Democrático,4486
Bayamón,1952,Partido_Popular_Democrático,9461
Cabo Rojo,1952,Partido_Popular_Democrático,5170
Caguas,1952,Partido_Popular_Democrático,11564
Camuy,1952,Partido_Popular_Democrático,4605
Carolina,1952,Partido_Popular_Democrático,5605
Cataño,1952,Partido_Popular_Democrático,3069
Cayey,1952,Partido_Popular_Democrático,7795
Ceiba,1952,Partido_Popular_Democrático,1975
Ciales,1952,Partido_Popular_Democrático,3960
Cidra,1952,Partido_Popular_Democrático,3975
Coamo,1952,Partido_Popular_Democrático,5055
Comerío,1952,Partido_Popular_Democrático,4642
Corozal,1952,Partido_Popular_Democrático,4410
Culebra,1952,Partido_Popular_Democrático,241
Dorado,1952,Partido_Popular_Democrático,2656
Fajardo,1952,Partido_Popular_Democrático,3970
Guánica,1952,Partido_Popular_Democrático,3114
Guayama,1952,Partido_Popular_Democrático,7558
Guayanilla,1952,Partido_Popular_Democrático,3781
Guaynabo,1952,Partido_Popular_Democrático,3775
Gurabo,1952,Partido_Popular_Democrático,3601
Hatillo,1952,Partido_Popular_Democrático,4369
Hormigueros,1952,Partido_Popular_Democrático,1660
Humacao,1952,Partido_Popular_Democrático,9254
Isabela,1952,Partido_Popular_Democrático,6455
Jayuya,1952,Partido_Popular_Democrático,3249
Juana Díaz,1952,Partido_Popular_Democrático,5507
Juncos,1952,Partido_Popular_Democrático,4773
Lajas,1952,Partido_Popular_Democrático,3500
Lares,1952,Partido_Popular_Democrático,5223
Las Marías,1952,Partido_Popular_Democrático,2176
Las Piedras,1952,Partido_Popular_Democrático,3436
Loíza,1952,Partido_Popular_Democrático,5289
Luquillo,1952,Partido_Popular_Democrático,2745
Manatí,1952,Partido_Popular_Democrático,7056
Maricao,1952,Partido_Popular_Democrático,1401
Maunabo,1952,Partido_Popular_Democrático,2609
Mayagüez,1952,Partido_Popular_Democrático,15715
Moca,1952,Partido_Popular_Democrático,4268
Morovis,1952,Partido_Popular_Democrático,4080
Naguabo,1952,Partido_Popular_Democrático,4248
Naranjito,1952,Partido_Popular_Democrático,3706
Orocovis,1952,Partido_Popular_Democrático,3492
Patillas,1952,Partido_Popular_Democrático,4034
Peñuelas,1952,Partido_Popular_Democrático,3054
Ponce,1952,Partido_Popular_Democrático,19753
Quebradillas,1952,Partido_Popular_Democrático,2717
Rincón,1952,Partido_Popular_Democrático,1925
Río Grande,1952,Partido_Popular_Democrático,3569
Sabana Grande,1952,Partido_Popular_Democrático,4399
Salinas,1952,Partido_Popular_Democrático,4758
San Germán,1952,Partido_Popular_Democrático,6619
San Juan,1952,Partido_Popular_Democrático,60908
San Lorenzo,1952,Partido_Popular_Democrático,3882
San Sebastián,1952,Partido_Popular_Democrático,6872
Santa Isabel,1952,Partido_Popular_Democrático,3166
Toa Alta,1952,Partido_Popular_Democrático,3315
Toa Baja,1952,Partido_Popular_Democrático,3326
Trujillo Alto,1952,Partido_Popular_Democrático,2897
Utuado,1952,Partido_Popular_Democrático,7739
Vega Alta,1952,Partido_Popular_Democrático,3762
Vega Baja,1952,Partido_Popular_Democrático,6700
Vieques,1952,Partido_Popular_Democrático,1938
Villalba,1952,Partido_Popular_Democrático,3424
Yabucoa,1952,Partido_Popular_Democrático,7894
Yauco,1952,Partido_Popular_Democrático,6623
Adjuntas,1948,Partido_Estadista_Puertorriqueño,1556
Aguada,1948,Partido_Estadista_Puertorriqueño,255
Aguadilla,1948,Partido_Estadista_Puertorriqueño,3802
Aguas Buenas,1948,Partido_Estadista_Puertorriqueño,1575
Aibonito,1948,Partido_Estadista_Puertorriqueño,1019
Añasco,1948,Partido_Estadista_Puertorriqueño,229
Arecibo,1948,Partido_Estadista_Puertorriqueño,455
Arroyo,1948,Partido_Estadista_Puertorriqueño,92
Barceloneta,1948,Partido_Estadista_Puertorriqueño,310
Barranquitas,1948,Partido_Estadista_Puertorriqueño,28
Bayamón,1948,Partido_Estadista_Puertorriqueño,3331
Cabo Rojo,1948,Partido_Estadista_Puertorriqueño,435
Caguas,1948,Partido_Estadista_Puertorriqueño,1365
Camuy,1948,Partido_Estadista_Puertorriqueño,1112
Carolina,1948,Partido_Estadista_Puertorriqueño,435
Cataño,1948,Partido_Estadista_Puertorriqueño,1592
Cayey,1948,Partido_Estadista_Puertorriqueño,1973
Ceiba,1948,Partido_Estadista_Puertorriqueño,29
Ciales,1948,Partido_Estadista_Puertorriqueño,1377
Cidra,1948,Partido_Estadista_Puertorriqueño,277
Coamo,1948,Partido_Estadista_Puertorriqueño,2059
Comerío,1948,Partido_Estadista_Puertorriqueño,113
Corozal,1948,Partido_Estadista_Puertorriqueño,1711
Culebra,1948,Partido_Estadista_Puertorriqueño,58
Dorado,1948,Partido_Estadista_Puertorriqueño,237
Fajardo,1948,Partido_Estadista_Puertorriqueño,125
Guánica,1948,Partido_Estadista_Puertorriqueño,442
Guayama,1948,Partido_Estadista_Puertorriqueño,583
Guayanilla,1948,Partido_Estadista_Puertorriqueño,646
Guaynabo,1948,Partido_Estadista_Puertorriqueño,1796
Gurabo,1948,Partido_Estadista_Puertorriqueño,332
Hatillo,1948,Partido_Estadista_Puertorriqueño,436
Hormigueros,1948,Partido_Estadista_Puertorriqueño,118
Humacao,1948,Partido_Estadista_Puertorriqueño,350
Isabela,1948,Partido_Estadista_Puertorriqueño,3407
Jayuya,1948,Partido_Estadista_Puertorriqueño,153
Juana Díaz,1948,Partido_Estadista_Puertorriqueño,1906
Juncos,1948,Partido_Estadista_Puertorriqueño,234
Lajas,1948,Partido_Estadista_Puertorriqueño,517
Lares,1948,Partido_Estadista_Puertorriqueño,1074
Las Marías,1948,Partido_Estadista_Puertorriqueño,143
Las Piedras,1948,Partido_Estadista_Puertorriqueño,172
Loíza,1948,Partido_Estadista_Puertorriqueño,75
Luquillo,1948,Partido_Estadista_Puertorriqueño,38
Manatí,1948,Partido_Estadista_Puertorriqueño,2426
Maricao,1948,Partido_Estadista_Puertorriqueño,161
Maunabo,1948,Partido_Estadista_Puertorriqueño,43
Mayagüez,1948,Partido_Estadista_Puertorriqueño,4695
Moca,1948,Partido_Estadista_Puertorriqueño,958
Morovis,1948,Partido_Estadista_Puertorriqueño,2515
Naguabo,1948,Partido_Estadista_Puertorriqueño,366
Naranjito,1948,Partido_Estadista_Puertorriqueño,589
Orocovis,1948,Partido_Estadista_Puertorriqueño,1976
Patillas,1948,Partido_Estadista_Puertorriqueño,81
Peñuelas,1948,Partido_Estadista_Puertorriqueño,2037
Ponce,1948,Partido_Estadista_Puertorriqueño,6798
Quebradillas,1948,Partido_Estadista_Puertorriqueño,304
Rincón,1948,Partido_Estadista_Puertorriqueño,72
Río Grande,1948,Partido_Estadista_Puertorriqueño,91
Río Piedras,1948,Partido_Estadista_Puertorriqueño,4663
Sabana Grande,1948,Partido_Estadista_Puertorriqueño,933
Salinas,1948,Partido_Estadista_Puertorriqueño,518
San Germán,1948,Partido_Estadista_Puertorriqueño,1216
San Juan,1948,Partido_Estadista_Puertorriqueño,13501
San Lorenzo,1948,Partido_Estadista_Puertorriqueño,902
San Sebastián,1948,Partido_Estadista_Puertorriqueño,556
Santa Isabel,1948,Partido_Estadista_Puertorriqueño,470
Toa Alta,1948,Partido_Estadista_Puertorriqueño,879
Toa Baja,1948,Partido_Estadista_Puertorriqueño,771
Trujillo Alto,1948,Partido_Estadista_Puertorriqueño,327
Utuado,1948,Partido_Estadista_Puertorriqueño,635
Vega Alta,1948,Partido_Estadista_Puertorriqueño,181
Vega Baja,1948,Partido_Estadista_Puertorriqueño,285
Vieques,1948,Partido_Estadista_Puertorriqueño,105
Villalba,1948,Partido_Estadista_Puertorriqueño,651
Yabucoa,1948,Partido_Estadista_Puertorriqueño,80
Yauco,1948,Partido_Estadista_Puertorriqueño,1684
Adjuntas,1952,Partido_Estadista_Puertorriqueño,1700
Aguada,1952,Partido_Estadista_Puertorriqueño,272
Aguadilla,1952,Partido_Estadista_Puertorriqueño,2783
Aguas Buenas,1952,Partido_Estadista_Puertorriqueño,1015
Aibonito,1952,Partido_Estadista_Puertorriqueño,1137
Añasco,1952,Partido_Estadista_Puertorriqueño,904
Arecibo,1952,Partido_Estadista_Puertorriqueño,480
Arroyo,1952,Partido_Estadista_Puertorriqueño,121
Barceloneta,1952,Partido_Estadista_Puertorriqueño,180
Barranquitas,1952,Partido_Estadista_Puertorriqueño,64
Bayamón,1952,Partido_Estadista_Puertorriqueño,2087
Cabo Rojo,1952,Partido_Estadista_Puertorriqueño,1e3
Caguas,1952,Partido_Estadista_Puertorriqueño,1653
Camuy,1952,Partido_Estadista_Puertorriqueño,833
Carolina,1952,Partido_Estadista_Puertorriqueño,184
Cataño,1952,Partido_Estadista_Puertorriqueño,1478
Cayey,1952,Partido_Estadista_Puertorriqueño,1331
Ceiba,1952,Partido_Estadista_Puertorriqueño,40
Ciales,1952,Partido_Estadista_Puertorriqueño,1220
Cidra,1952,Partido_Estadista_Puertorriqueño,168
Coamo,1952,Partido_Estadista_Puertorriqueño,3132
Comerío,1952,Partido_Estadista_Puertorriqueño,77
Corozal,1952,Partido_Estadista_Puertorriqueño,1265
Culebra,1952,Partido_Estadista_Puertorriqueño,45
Dorado,1952,Partido_Estadista_Puertorriqueño,343
Fajardo,1952,Partido_Estadista_Puertorriqueño,110
Guánica,1952,Partido_Estadista_Puertorriqueño,534
Guayama,1952,Partido_Estadista_Puertorriqueño,533
Guayanilla,1952,Partido_Estadista_Puertorriqueño,965
Guaynabo,1952,Partido_Estadista_Puertorriqueño,2169
Gurabo,1952,Partido_Estadista_Puertorriqueño,184
Hatillo,1952,Partido_Estadista_Puertorriqueño,442
Hormigueros,1952,Partido_Estadista_Puertorriqueño,436
Humacao,1952,Partido_Estadista_Puertorriqueño,406
Isabela,1952,Partido_Estadista_Puertorriqueño,2449
Jayuya,1952,Partido_Estadista_Puertorriqueño,448
Juana Díaz,1952,Partido_Estadista_Puertorriqueño,2231
Juncos,1952,Partido_Estadista_Puertorriqueño,126
Lajas,1952,Partido_Estadista_Puertorriqueño,943
Lares,1952,Partido_Estadista_Puertorriqueño,536
Las Marías,1952,Partido_Estadista_Puertorriqueño,119
Las Piedras,1952,Partido_Estadista_Puertorriqueño,116
Loíza,1952,Partido_Estadista_Puertorriqueño,61
Luquillo,1952,Partido_Estadista_Puertorriqueño,25
Manatí,1952,Partido_Estadista_Puertorriqueño,1461
Maricao,1952,Partido_Estadista_Puertorriqueño,162
Maunabo,1952,Partido_Estadista_Puertorriqueño,25
Mayagüez,1952,Partido_Estadista_Puertorriqueño,5380
Moca,1952,Partido_Estadista_Puertorriqueño,567
Morovis,1952,Partido_Estadista_Puertorriqueño,1292
Naguabo,1952,Partido_Estadista_Puertorriqueño,295
Naranjito,1952,Partido_Estadista_Puertorriqueño,600
Orocovis,1952,Partido_Estadista_Puertorriqueño,2021
Patillas,1952,Partido_Estadista_Puertorriqueño,93
Peñuelas,1952,Partido_Estadista_Puertorriqueño,1870
Ponce,1952,Partido_Estadista_Puertorriqueño,10720
Quebradillas,1952,Partido_Estadista_Puertorriqueño,226
Rincón,1952,Partido_Estadista_Puertorriqueño,610
Río Grande,1952,Partido_Estadista_Puertorriqueño,65
Sabana Grande,1952,Partido_Estadista_Puertorriqueño,855
Salinas,1952,Partido_Estadista_Puertorriqueño,344
San Germán,1952,Partido_Estadista_Puertorriqueño,2026
San Juan,1952,Partido_Estadista_Puertorriqueño,13527
San Lorenzo,1952,Partido_Estadista_Puertorriqueño,1285
San Sebastián,1952,Partido_Estadista_Puertorriqueño,441
Santa Isabel,1952,Partido_Estadista_Puertorriqueño,436
Toa Alta,1952,Partido_Estadista_Puertorriqueño,474
Toa Baja,1952,Partido_Estadista_Puertorriqueño,732
Trujillo Alto,1952,Partido_Estadista_Puertorriqueño,150
Utuado,1952,Partido_Estadista_Puertorriqueño,673
Vega Alta,1952,Partido_Estadista_Puertorriqueño,147
Vega Baja,1952,Partido_Estadista_Puertorriqueño,183
Vieques,1952,Partido_Estadista_Puertorriqueño,59
Villalba,1952,Partido_Estadista_Puertorriqueño,1183
Yabucoa,1952,Partido_Estadista_Puertorriqueño,84
Yauco,1952,Partido_Estadista_Puertorriqueño,1260
Adjuntas,1948,Partido_Socialista,599
Aguada,1948,Partido_Socialista,227
Aguadilla,1948,Partido_Socialista,433
Aguas Buenas,1948,Partido_Socialista,241
Aibonito,1948,Partido_Socialista,129
Añasco,1948,Partido_Socialista,1693
Arecibo,1948,Partido_Socialista,7948
Arroyo,1948,Partido_Socialista,1462
Barceloneta,1948,Partido_Socialista,1254
Barranquitas,1948,Partido_Socialista,19
Bayamón,1948,Partido_Socialista,584
Cabo Rojo,1948,Partido_Socialista,204
Caguas,1948,Partido_Socialista,631
Camuy,1948,Partido_Socialista,524
Carolina,1948,Partido_Socialista,789
Cataño,1948,Partido_Socialista,192
Cayey,1948,Partido_Socialista,943
Ceiba,1948,Partido_Socialista,859
Ciales,1948,Partido_Socialista,384
Cidra,1948,Partido_Socialista,165
Coamo,1948,Partido_Socialista,214
Comerío,1948,Partido_Socialista,304
Corozal,1948,Partido_Socialista,383
Culebra,1948,Partido_Socialista,97
Dorado,1948,Partido_Socialista,318
Fajardo,1948,Partido_Socialista,2614
Guánica,1948,Partido_Socialista,61
Guayama,1948,Partido_Socialista,344
Guayanilla,1948,Partido_Socialista,177
Guaynabo,1948,Partido_Socialista,583
Gurabo,1948,Partido_Socialista,679
Hatillo,1948,Partido_Socialista,1009
Hormigueros,1948,Partido_Socialista,241
Humacao,1948,Partido_Socialista,886
Isabela,1948,Partido_Socialista,282
Jayuya,1948,Partido_Socialista,697
Juana Díaz,1948,Partido_Socialista,671
Juncos,1948,Partido_Socialista,2471
Lajas,1948,Partido_Socialista,125
Lares,1948,Partido_Socialista,861
Las Marías,1948,Partido_Socialista,115
Las Piedras,1948,Partido_Socialista,1702
Loíza,1948,Partido_Socialista,2958
Luquillo,1948,Partido_Socialista,766
Manatí,1948,Partido_Socialista,513
Maricao,1948,Partido_Socialista,65
Maunabo,1948,Partido_Socialista,103
Mayagüez,1948,Partido_Socialista,435
Moca,1948,Partido_Socialista,875
Morovis,1948,Partido_Socialista,139
Naguabo,1948,Partido_Socialista,1757
Naranjito,1948,Partido_Socialista,298
Orocovis,1948,Partido_Socialista,66
Patillas,1948,Partido_Socialista,1345
Peñuelas,1948,Partido_Socialista,220
Ponce,1948,Partido_Socialista,1259
Quebradillas,1948,Partido_Socialista,41
Rincón,1948,Partido_Socialista,92
Río Grande,1948,Partido_Socialista,1545
Río Piedras,1948,Partido_Socialista,1203
Sabana Grande,1948,Partido_Socialista,567
Salinas,1948,Partido_Socialista,218
San Germán,1948,Partido_Socialista,485
San Juan,1948,Partido_Socialista,3052
San Lorenzo,1948,Partido_Socialista,1870
San Sebastián,1948,Partido_Socialista,1364
Santa Isabel,1948,Partido_Socialista,109
Toa Alta,1948,Partido_Socialista,121
Toa Baja,1948,Partido_Socialista,124
Trujillo Alto,1948,Partido_Socialista,46
Utuado,1948,Partido_Socialista,785
Vega Alta,1948,Partido_Socialista,1497
Vega Baja,1948,Partido_Socialista,1830
Vieques,1948,Partido_Socialista,994
Villalba,1948,Partido_Socialista,278
Yabucoa,1948,Partido_Socialista,2376
Yauco,1948,Partido_Socialista,886
Adjuntas,1948,Partido_Reformista_Puertorriqueño,119
Aguada,1948,Partido_Reformista_Puertorriqueño,50
Aguadilla,1948,Partido_Reformista_Puertorriqueño,119
Aguas Buenas,1948,Partido_Reformista_Puertorriqueño,338
Aibonito,1948,Partido_Reformista_Puertorriqueño,195
Añasco,1948,Partido_Reformista_Puertorriqueño,122
Arecibo,1948,Partido_Reformista_Puertorriqueño,498
Arroyo,1948,Partido_Reformista_Puertorriqueño,163
Barceloneta,1948,Partido_Reformista_Puertorriqueño,61
Barranquitas,1948,Partido_Reformista_Puertorriqueño,25
Bayamón,1948,Partido_Reformista_Puertorriqueño,357
Cabo Rojo,1948,Partido_Reformista_Puertorriqueño,285
Caguas,1948,Partido_Reformista_Puertorriqueño,1226
Camuy,1948,Partido_Reformista_Puertorriqueño,196
Carolina,1948,Partido_Reformista_Puertorriqueño,743
Cataño,1948,Partido_Reformista_Puertorriqueño,244
Cayey,1948,Partido_Reformista_Puertorriqueño,410
Ceiba,1948,Partido_Reformista_Puertorriqueño,35
Ciales,1948,Partido_Reformista_Puertorriqueño,32
Cidra,1948,Partido_Reformista_Puertorriqueño,179
Coamo,1948,Partido_Reformista_Puertorriqueño,59
Comerío,1948,Partido_Reformista_Puertorriqueño,82
Corozal,1948,Partido_Reformista_Puertorriqueño,210
Culebra,1948,Partido_Reformista_Puertorriqueño,19
Dorado,1948,Partido_Reformista_Puertorriqueño,57
Fajardo,1948,Partido_Reformista_Puertorriqueño,381
Guánica,1948,Partido_Reformista_Puertorriqueño,45
Guayama,1948,Partido_Reformista_Puertorriqueño,601
Guayanilla,1948,Partido_Reformista_Puertorriqueño,1334
Guaynabo,1948,Partido_Reformista_Puertorriqueño,342
Gurabo,1948,Partido_Reformista_Puertorriqueño,362
Hatillo,1948,Partido_Reformista_Puertorriqueño,153
Hormigueros,1948,Partido_Reformista_Puertorriqueño,487
Humacao,1948,Partido_Reformista_Puertorriqueño,2184
Isabela,1948,Partido_Reformista_Puertorriqueño,108
Jayuya,1948,Partido_Reformista_Puertorriqueño,36
Juana Díaz,1948,Partido_Reformista_Puertorriqueño,161
Juncos,1948,Partido_Reformista_Puertorriqueño,897
Lajas,1948,Partido_Reformista_Puertorriqueño,138
Lares,1948,Partido_Reformista_Puertorriqueño,209
Las Marías,1948,Partido_Reformista_Puertorriqueño,21
Las Piedras,1948,Partido_Reformista_Puertorriqueño,178
Loíza,1948,Partido_Reformista_Puertorriqueño,133
Luquillo,1948,Partido_Reformista_Puertorriqueño,45
Manatí,1948,Partido_Reformista_Puertorriqueño,74
Maricao,1948,Partido_Reformista_Puertorriqueño,35
Maunabo,1948,Partido_Reformista_Puertorriqueño,39
Mayagüez,1948,Partido_Reformista_Puertorriqueño,983
Moca,1948,Partido_Reformista_Puertorriqueño,88
Morovis,1948,Partido_Reformista_Puertorriqueño,32
Naguabo,1948,Partido_Reformista_Puertorriqueño,122
Naranjito,1948,Partido_Reformista_Puertorriqueño,230
Orocovis,1948,Partido_Reformista_Puertorriqueño,52
Patillas,1948,Partido_Reformista_Puertorriqueño,183
Peñuelas,1948,Partido_Reformista_Puertorriqueño,102
Ponce,1948,Partido_Reformista_Puertorriqueño,1115
Quebradillas,1948,Partido_Reformista_Puertorriqueño,39
Rincón,1948,Partido_Reformista_Puertorriqueño,41
Río Grande,1948,Partido_Reformista_Puertorriqueño,82
Río Piedras,1948,Partido_Reformista_Puertorriqueño,1520
Sabana Grande,1948,Partido_Reformista_Puertorriqueño,382
Salinas,1948,Partido_Reformista_Puertorriqueño,227
San Germán,1948,Partido_Reformista_Puertorriqueño,701
San Juan,1948,Partido_Reformista_Puertorriqueño,5216
San Lorenzo,1948,Partido_Reformista_Puertorriqueño,2243
San Sebastián,1948,Partido_Reformista_Puertorriqueño,108
Santa Isabel,1948,Partido_Reformista_Puertorriqueño,262
Toa Alta,1948,Partido_Reformista_Puertorriqueño,161
Toa Baja,1948,Partido_Reformista_Puertorriqueño,100
Trujillo Alto,1948,Partido_Reformista_Puertorriqueño,143
Utuado,1948,Partido_Reformista_Puertorriqueño,602
Vega Alta,1948,Partido_Reformista_Puertorriqueño,63
Vega Baja,1948,Partido_Reformista_Puertorriqueño,117
Vieques,1948,Partido_Reformista_Puertorriqueño,40
Villalba,1948,Partido_Reformista_Puertorriqueño,44
Yabucoa,1948,Partido_Reformista_Puertorriqueño,221
Yauco,1948,Partido_Reformista_Puertorriqueño,134
Adjuntas,1948,Partido_Independentista_Puertorriqueño,302
Aguada,1948,Partido_Independentista_Puertorriqueño,625
Aguadilla,1948,Partido_Independentista_Puertorriqueño,955
Aguas Buenas,1948,Partido_Independentista_Puertorriqueño,307
Aibonito,1948,Partido_Independentista_Puertorriqueño,224
Añasco,1948,Partido_Independentista_Puertorriqueño,220
Arecibo,1948,Partido_Independentista_Puertorriqueño,1621
Arroyo,1948,Partido_Independentista_Puertorriqueño,425
Barceloneta,1948,Partido_Independentista_Puertorriqueño,415
Barranquitas,1948,Partido_Independentista_Puertorriqueño,915
Bayamón,1948,Partido_Independentista_Puertorriqueño,1260
Cabo Rojo,1948,Partido_Independentista_Puertorriqueño,2586
Caguas,1948,Partido_Independentista_Puertorriqueño,1646
Camuy,1948,Partido_Independentista_Puertorriqueño,780
Carolina,1948,Partido_Independentista_Puertorriqueño,617
Cataño,1948,Partido_Independentista_Puertorriqueño,381
Cayey,1948,Partido_Independentista_Puertorriqueño,1217
Ceiba,1948,Partido_Independentista_Puertorriqueño,183
Ciales,1948,Partido_Independentista_Puertorriqueño,249
Cidra,1948,Partido_Independentista_Puertorriqueño,1086
Coamo,1948,Partido_Independentista_Puertorriqueño,241
Comerío,1948,Partido_Independentista_Puertorriqueño,685
Corozal,1948,Partido_Independentista_Puertorriqueño,227
Culebra,1948,Partido_Independentista_Puertorriqueño,9
Dorado,1948,Partido_Independentista_Puertorriqueño,326
Fajardo,1948,Partido_Independentista_Puertorriqueño,815
Guánica,1948,Partido_Independentista_Puertorriqueño,833
Guayama,1948,Partido_Independentista_Puertorriqueño,1307
Guayanilla,1948,Partido_Independentista_Puertorriqueño,454
Guaynabo,1948,Partido_Independentista_Puertorriqueño,438
Gurabo,1948,Partido_Independentista_Puertorriqueño,473
Hatillo,1948,Partido_Independentista_Puertorriqueño,959
Hormigueros,1948,Partido_Independentista_Puertorriqueño,202
Humacao,1948,Partido_Independentista_Puertorriqueño,330
Isabela,1948,Partido_Independentista_Puertorriqueño,607
Jayuya,1948,Partido_Independentista_Puertorriqueño,495
Juana Díaz,1948,Partido_Independentista_Puertorriqueño,454
Juncos,1948,Partido_Independentista_Puertorriqueño,258
Lajas,1948,Partido_Independentista_Puertorriqueño,364
Lares,1948,Partido_Independentista_Puertorriqueño,874
Las Marías,1948,Partido_Independentista_Puertorriqueño,169
Las Piedras,1948,Partido_Independentista_Puertorriqueño,145
Loíza,1948,Partido_Independentista_Puertorriqueño,651
Luquillo,1948,Partido_Independentista_Puertorriqueño,175
Manatí,1948,Partido_Independentista_Puertorriqueño,494
Maricao,1948,Partido_Independentista_Puertorriqueño,219
Maunabo,1948,Partido_Independentista_Puertorriqueño,723
Mayagüez,1948,Partido_Independentista_Puertorriqueño,4019
Moca,1948,Partido_Independentista_Puertorriqueño,338
Morovis,1948,Partido_Independentista_Puertorriqueño,153
Naguabo,1948,Partido_Independentista_Puertorriqueño,322
Naranjito,1948,Partido_Independentista_Puertorriqueño,440
Orocovis,1948,Partido_Independentista_Puertorriqueño,89
Patillas,1948,Partido_Independentista_Puertorriqueño,751
Peñuelas,1948,Partido_Independentista_Puertorriqueño,196
Ponce,1948,Partido_Independentista_Puertorriqueño,3219
Quebradillas,1948,Partido_Independentista_Puertorriqueño,1546
Rincón,1948,Partido_Independentista_Puertorriqueño,254
Río Grande,1948,Partido_Independentista_Puertorriqueño,275
Río Piedras,1948,Partido_Independentista_Puertorriqueño,4537
Sabana Grande,1948,Partido_Independentista_Puertorriqueño,222
Salinas,1948,Partido_Independentista_Puertorriqueño,624
San Germán,1948,Partido_Independentista_Puertorriqueño,1029
San Juan,1948,Partido_Independentista_Puertorriqueño,9329
